feature_index,feature_name,mean_shap_value,mean_abs_shap_value,std_shap_value,min_shap_value,max_shap_value
7,chronic_disease,2112.9220641006827,2115.872038098629,2418.181650184882,-13.968660452771816,5171.212342090018
4,smoker,2073.790760430717,2076.3622669613255,3565.065405222421,-9.501185712942542,8478.037633359876
2,bmi,139.07585896085496,755.7057599145186,898.4439690393493,-1418.1111053827724,1563.4021632108424
0,age,138.64006768922263,656.3574878357405,752.9155509890412,-1180.2520958595799,1440.8546879339237
6,exercise_frequency,-150.21359401397737,593.4219420996683,797.3275995331109,-1342.2526148248587,986.9295595160823
3,children,33.09060642396428,301.77986200347806,381.98680303858686,-688.735839089049,783.6104746960729
8,annual_income,-72.51295574474126,78.38969234033681,76.88870033767363,-254.1600662039204,46.09680335370451
5,region,24.013827237264177,26.330444443618344,22.838980491403078,-12.429358665387072,69.13343002396782
1,sex,14.321832006287842,19.978708254870075,28.675731960768598,-31.984643002478915,102.51446869491603
