missing_percentage,rmse,mae,r2,train_latency_seconds,predict_latency_seconds,end_to_end_latency_seconds,test_rows
0.0,976.2080011537977,776.6009658691406,0.9527769090174978,0.5863490829942748,8.45449358294718,9.040842665941454,400
0.05,979.7755733594078,779.0643658203126,0.9524311228152609,0.40654745895881206,7.93649183306843,8.343039292027242,400
0.1,987.7571692649917,784.5557052734375,0.9516529404417822,0.4115431249374524,8.029668541974388,8.44121166691184,400
0.2,978.3253249209191,776.0008606445314,0.9525718400064708,0.43644750001840293,7.5667672080453485,8.003214708063751,400
0.3,983.0157495030099,791.3337345214845,0.95211597635454,0.41871837503276765,7.652023624978028,8.070742000010796,400
0.4,1011.8062455502687,806.0829376464843,0.9492700544366994,0.4084292909828946,7.648194583016448,8.056623873999342,400
0.5,1060.3634451192956,854.9697072265626,0.9442840962343526,0.4070717910071835,7.627657250035554,8.034729041042738,400
